"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Desperate Bloodseeker","B","C","120294","5.07","25066","6.67","126849","85.2%","55.3%","22669","57.3%","31689","57.1%","54358","57.2%","72345","53.8%","3.4pp"
"Fake Your Own Death","B","C","148448","7.34","19711","10.52","35211","30.5%","53.6%","5484","53.5%","8699","56.9%","14183","55.6%","20970","52.3%","3.4pp"
"Forsaken Miner","B","U","42024","4.42","7202","5.91","32355","77.1%","53.5%","5807","57.7%","7618","51.9%","13425","54.4%","18911","52.9%","1.5pp"
"Gisa, the Hellraiser","B","M","2420","1.30","1874","1.27","10561","93.4%","56.0%","1762","61.0%","2725","63.1%","4487","62.2%","5913","51.1%","11.1pp"
"Hollow Marauder","B","U","34853","3.70","11620","4.20","62575","88.8%","57.0%","9868","56.9%","16057","62.9%","25925","60.6%","36309","54.4%","6.3pp"
"Insatiable Avarice","B","R","16495","4.02","2159","5.72","5107","41.5%","51.5%","888","50.2%","1292","55.1%","2180","53.1%","2909","50.2%","2.9pp"
"Kaervek, the Punisher","B","R","8540","2.19","3434","2.26","17117","87.4%","52.1%","2920","49.8%","4427","52.1%","7347","51.2%","9715","52.6%","-1.5pp"
"Lively Dirge","B","U","50674","5.58","8529","7.57","27263","54.3%","54.8%","4233","53.4%","6902","58.9%","11135","56.8%","16039","53.4%","3.5pp"
"Mourner's Surprise","B","C","139968","6.41","23904","8.78","83576","58.6%","55.7%","13422","54.0%","20914","59.0%","34336","57.0%","49078","54.7%","2.4pp"
"Neutralize the Guards","B","U","59321","7.08","7308","10.30","7872","18.6%","51.5%","1351","50.3%","1932","55.5%","3283","53.3%","4572","50.2%","3.1pp"
"Nezumi Linkbreaker","B","C","143126","6.84","18538","9.80","48348","44.5%","53.6%","8507","55.7%","11701","54.1%","20208","54.8%","28110","52.8%","2.0pp"
"Overzealous Muscle","B","C","150414","7.60","17276","11.17","25139","25.0%","49.9%","3785","46.3%","6240","51.2%","10025","49.4%","15121","50.2%","-0.8pp"
"Pitiless Carnage","B","R","24271","5.87","2821","9.05","1022","6.2%","47.7%","172","","251","","423","","599","47.9%",""
"Rakish Crew","B","U","45993","5.04","7065","6.73","24134","59.6%","51.5%","4059","48.9%","5949","53.4%","10008","51.5%","14095","51.5%","0.0pp"
"Rattleback Apothecary","B","U","37871","3.88","7237","5.06","35856","85.0%","53.4%","6211","52.8%","8930","54.7%","15141","53.9%","20701","53.0%","0.9pp"
"Raven of Fell Omens","B","C","121705","5.26","19677","7.30","87014","75.9%","52.9%","15440","53.0%","21745","54.6%","37185","53.9%","49722","52.1%","1.8pp"
"Rictus Robber","B","U","38557","3.98","9103","5.01","45713","85.8%","54.3%","7718","54.1%","11620","55.9%","19338","55.2%","26322","53.6%","1.6pp"
"Rooftop Assassin","B","C","133648","5.93","18095","8.67","65736","62.1%","53.6%","10482","52.9%","16610","57.7%","27092","55.9%","38580","52.0%","3.8pp"
"Rush of Dread","B","R","9487","2.48","3812","2.57","19584","85.9%","55.2%","3147","56.6%","4941","62.8%","8088","60.3%","11357","51.4%","9.0pp"
"Servant of the Stinger","B","U","38421","3.85","9249","4.84","47713","87.7%","55.0%","8520","56.2%","11767","57.1%","20287","56.7%","27388","53.8%","3.0pp"
"Shoot the Sheriff","B","U","31197","3.28","8508","3.96","45352","89.3%","55.2%","7935","55.8%","11552","60.0%","19487","58.3%","25719","52.8%","5.5pp"
"Skulduggery","B","C","137330","6.21","22720","8.55","79670","60.0%","52.8%","13337","52.0%","19853","54.7%","33190","53.6%","46344","52.2%","1.4pp"
"Tinybones Joins Up","B","R","19856","4.86","2178","7.42","2083","16.7%","47.6%","360","","524","49.2%","884","48.0%","1193","47.3%","0.7pp"
"Tinybones, the Pickpocket","B","M","3677","1.84","1552","1.90","7546","84.8%","53.1%","1322","56.4%","1893","54.5%","3215","55.3%","4309","51.5%","3.9pp"
"Treasure Dredger","B","U","45765","4.79","8216","6.54","36636","76.8%","53.2%","6622","54.2%","9020","53.3%","15642","53.7%","20951","52.8%","0.9pp"
"Unfortunate Accident","B","U","32603","3.35","9416","3.96","50347","89.7%","55.2%","8436","54.4%","12924","59.3%","21360","57.4%","28825","53.5%","3.9pp"
"Unscrupulous Contractor","B","U","41899","4.34","7978","5.77","35777","77.1%","53.5%","6066","51.7%","8888","56.3%","14954","54.4%","20767","52.7%","1.7pp"
"Vadmir, New Blood","B","R","6902","1.81","3802","1.87","20943","92.4%","55.6%","3796","62.0%","5324","57.5%","9120","59.3%","11815","52.7%","6.6pp"
"Vault Plunderer","B","C","111859","4.64","25281","6.00","134017","88.6%","55.5%","23640","56.5%","33816","58.1%","57456","57.5%","76383","54.0%","3.4pp"
"Brimstone Roundup","R","U","51006","5.82","6148","8.30","13946","40.2%","48.2%","2378","47.4%","3561","48.6%","5939","48.1%","7993","48.2%","-0.1pp"
"Calamity, Galloping Inferno","R","R","5990","1.60","3510","1.59","18465","90.1%","53.7%","2973","53.6%","4409","56.8%","7382","55.5%","10912","52.2%","3.3pp"
"Caught in the Crossfire","R","U","54071","6.09","5990","9.03","10336","30.0%","49.5%","1644","45.9%","2505","50.0%","4149","48.4%","6165","50.1%","-1.7pp"
"Cunning Coyote","R","U","40109","4.11","7692","5.29","36939","81.8%","53.5%","6543","54.5%","8414","53.5%","14957","53.9%","21960","53.1%","0.8pp"
"Deadeye Duelist","R","C","128032","5.62","17244","7.90","68998","69.8%","51.2%","12039","50.5%","16274","51.8%","28313","51.2%","40603","51.1%","0.1pp"
"Demonic Ruckus","R","U","50282","5.39","6854","7.47","22975","57.8%","52.5%","3960","53.3%","5186","52.2%","9146","52.7%","13822","52.4%","0.3pp"
"Discerning Peddler","R","C","138249","6.28","18139","8.82","69662","65.1%","53.5%","12451","54.3%","15980","53.3%","28431","53.7%","41195","53.3%","0.4pp"
"Explosive Derailment","R","C","103491","4.27","18985","5.66","95281","85.8%","53.4%","16049","52.7%","22780","55.6%","38829","54.4%","56299","52.7%","1.7pp"
"Ferocification","R","U","53407","6.16","5519","9.19","9909","31.2%","51.0%","1587","47.8%","2249","50.4%","3836","49.3%","6068","52.0%","-2.7pp"
"Gila Courser","R","U","42389","4.38","8087","5.72","36767","77.4%","53.3%","6340","52.5%","8442","53.2%","14782","52.9%","21871","53.4%","-0.5pp"
"Great Train Heist","R","R","10610","2.70","2784","2.94","12285","77.0%","52.4%","1896","52.0%","2764","56.2%","4660","54.5%","7606","51.1%","3.4pp"
"Hell to Pay","R","R","10665","2.63","2646","2.99","12549","83.9%","51.1%","2113","48.5%","3094","53.5%","5207","51.4%","7310","50.8%","0.7pp"
"Hellspur Brute","R","U","41967","4.41","6823","5.82","31060","78.2%","52.4%","5022","52.5%","7259","54.9%","12281","53.9%","18811","51.4%","2.5pp"
"Hellspur Posse Boss","R","R","6953","1.83","3643","1.83","19696","89.0%","55.6%","3313","59.9%","4729","62.4%","8042","61.4%","11598","51.6%","9.8pp"
"Highway Robbery","R","C","147813","7.28","18167","10.40","38694","36.8%","51.6%","6694","48.9%","9493","53.4%","16187","51.6%","22479","51.7%","-0.1pp"
"Irascible Wolverine","R","C","132751","5.85","19863","8.12","75370","65.0%","52.5%","13085","51.2%","17962","52.7%","31047","52.1%","44276","52.8%","-0.7pp"
"Iron-Fist Pulverizer","R","C","146956","7.17","15491","10.65","25981","28.9%","50.3%","4116","49.4%","6520","52.2%","10636","51.1%","15365","49.8%","1.4pp"
"Longhorn Sharpshooter","R","U","28531","2.92","8597","3.46","45747","89.8%","54.1%","7940","55.1%","10894","57.3%","18834","56.4%","26855","52.4%","4.0pp"
"Magda, the Hoardmaster","R","R","6507","1.65","3381","1.67","17853","90.8%","52.8%","3189","55.8%","4274","54.0%","7463","54.8%","10361","51.3%","3.4pp"
"Magebane Lizard","R","U","58689","7.06","5654","10.77","4389","13.4%","48.8%","749","46.1%","1022","45.5%","1771","45.7%","2616","50.8%","-5.1pp"
"Mine Raider","R","C","136681","6.15","16580","8.89","55601","57.7%","51.8%","9490","50.7%","12874","51.8%","22364","51.3%","33198","52.2%","-0.8pp"
"Outlaws' Fury","R","C","152933","8.03","16999","11.56","18249","18.4%","52.3%","2788","51.0%","4038","53.0%","6826","52.2%","11415","52.3%","-0.1pp"
"Prickly Pair","R","C","113935","4.75","21861","6.20","106941","83.1%","53.8%","18691","54.3%","24722","53.8%","43413","54.0%","63446","53.7%","0.3pp"
"Quick Draw","R","C","152056","7.98","15945","11.63","13359","14.4%","50.4%","2052","48.3%","3041","50.0%","5093","49.3%","8247","51.0%","-1.7pp"
"Quilled Charger","R","C","146433","6.95","17003","10.15","39427","39.8%","52.6%","6414","51.3%","8686","52.1%","15100","51.8%","24216","53.1%","-1.3pp"
"Reckless Lackey","R","C","136339","6.25","15676","9.00","51415","56.6%","52.3%","9001","54.0%","11794","51.2%","20795","52.4%","30592","52.2%","0.2pp"
"Resilient Roadrunner","R","U","46952","4.89","7273","6.70","30115","71.3%","52.9%","5293","53.1%","6908","52.6%","12201","52.9%","17912","52.9%","-0.0pp"
"Return the Favor","R","U","56405","6.60","6411","9.63","9724","26.3%","49.9%","1486","46.6%","2389","50.7%","3875","49.1%","5835","50.5%","-1.3pp"
"Rodeo Pyromancers","R","C","144564","7.19","13969","10.86","18498","23.0%","48.1%","2887","48.6%","4581","48.0%","7468","48.2%","11032","48.1%","0.1pp"
"Scalestorm Summoner","R","U","35625","3.76","7447","4.70","35188","79.8%","54.4%","6051","56.6%","7871","54.2%","13922","55.2%","21258","53.8%","1.4pp"
"Scorching Shot","R","U","35230","3.62","7032","4.63","35387","85.6%","53.4%","5843","53.0%","8392","55.9%","14235","54.7%","21105","52.5%","2.2pp"
"Slickshot Show-Off","R","R","8307","2.14","2761","2.23","12654","80.4%","51.1%","2264","50.7%","3014","52.5%","5278","51.7%","7358","50.6%","1.2pp"
"Stingerback Terror","R","R","6166","1.63","3556","1.62","19675","92.2%","55.0%","3402","57.5%","4760","59.7%","8162","58.8%","11467","52.2%","6.6pp"
"Take for a Ride","R","U","55922","6.35","7537","9.00","15627","35.9%","51.3%","2448","50.0%","3645","53.2%","6093","51.9%","9505","50.9%","1.0pp"
"Terror of the Peaks","R","M","2305","1.23","1791","1.21","9914","92.6%","54.6%","1658","57.2%","2403","60.7%","4061","59.3%","5793","51.1%","8.2pp"
"Thunder Salvo","R","C","116091","4.93","18174","6.75","80642","76.6%","52.4%","13887","51.8%","19493","53.7%","33380","52.9%","47132","52.0%","0.9pp"
"Trick Shot","R","C","146403","7.08","16045","10.44","26925","28.7%","51.6%","4136","49.2%","6383","54.3%","10519","52.3%","16366","51.1%","1.2pp"
"Aloe Alchemist","G","U","29948","3.06","10463","3.62","59390","93.5%","57.1%","10484","58.9%","13540","58.2%","24024","58.5%","35237","56.2%","2.4pp"
"Ankle Biter","G","C","136291","6.04","19941","8.76","73889","61.9%","55.2%","12787","55.4%","16847","53.6%","29634","54.4%","44037","55.6%","-1.3pp"
"Beastbond Outcaster","G","U","31097","3.21","10839","3.74","61751","92.9%","57.7%","10729","59.8%","14300","58.9%","25029","59.3%","36607","56.5%","2.8pp"
"Betrayal at the Vault","G","U","47050","4.96","9651","6.49","42523","73.2%","56.1%","6434","54.4%","9866","59.0%","16300","57.2%","26149","55.3%","1.9pp"
"Bristlepack Sentry","G","C","133924","5.87","25339","7.96","111975","73.0%","56.5%","19931","57.1%","24698","55.5%","44629","56.2%","67155","56.6%","-0.4pp"
"Bristly Bill, Spine Sower","G","M","2546","1.32","2111","1.32","12460","94.2%","59.2%","2282","68.1%","2884","61.8%","5166","64.6%","7256","55.2%","9.4pp"
"Cactarantula","G","C","104399","4.40","24658","5.64","131329","87.6%","56.7%","20972","56.6%","31158","58.5%","52130","57.7%","78904","56.0%","1.7pp"
"Colossal Rattlewurm","G","R","5830","1.53","4286","1.52","24813","94.9%","57.7%","4245","61.0%","5788","62.6%","10033","61.9%","14657","54.8%","7.1pp"
"Dance of the Tumbleweeds","G","C","116012","4.83","23904","6.51","114671","79.6%","56.6%","19832","55.0%","27129","59.2%","46961","57.4%","67330","55.9%","1.5pp"
"Drover Grizzly","G","C","126087","5.38","24311","7.33","118866","80.6%","56.9%","20645","56.1%","26394","56.2%","47039","56.2%","70846","57.3%","-1.1pp"
"Freestrider Commando","G","C","123326","5.13","20571","7.30","92495","75.3%","54.6%","15842","53.7%","21398","53.8%","37240","53.7%","55234","55.2%","-1.5pp"
"Freestrider Lookout","G","R","7257","1.84","3993","1.89","21644","92.3%","55.1%","3870","57.3%","5078","55.8%","8948","56.4%","12674","54.1%","2.3pp"
"Full Steam Ahead","G","U","56047","6.40","7663","9.20","17230","37.8%","54.3%","2551","50.8%","3917","56.2%","6468","54.1%","10749","54.4%","-0.3pp"
"Giant Beaver","G","C","108511","4.41","24030","5.87","132029","90.8%","56.6%","22045","56.4%","30301","56.9%","52346","56.7%","78670","56.4%","0.3pp"
"Gold Rush","G","U","54587","5.82","8370","8.34","25464","51.0%","54.3%","4057","52.2%","5752","54.3%","9809","53.4%","15588","54.8%","-1.4pp"
"Goldvein Hydra","G","M","2571","1.34","2079","1.34","11949","94.2%","56.6%","2155","57.3%","2851","61.4%","5006","59.6%","6848","54.1%","5.5pp"
"Hardbristle Bandit","G","C","90772","3.70","23037","4.73","125306","90.7%","55.9%","22612","59.2%","28130","53.5%","50742","56.0%","74241","55.8%","0.2pp"
"Intrepid Stablemaster","G","U","28913","2.98","9776","3.55","55902","93.9%","56.9%","10115","60.1%","12247","55.9%","22362","57.8%","33441","56.4%","1.4pp"
"Map the Frontier","G","U","55821","6.35","6821","9.46","11931","30.2%","51.7%","1957","48.9%","2863","51.2%","4820","50.2%","7082","52.6%","-2.4pp"
"Ornery Tumblewagg","G","R","5605","1.45","4365","1.45","25839","95.4%","58.5%","4558","65.9%","6037","62.2%","10595","63.8%","14970","54.6%","9.1pp"
"Outcaster Greenblade","G","U","26482","2.83","12241","3.08","69607","91.9%","58.8%","12654","62.0%","16439","62.5%","29093","62.3%","40323","56.2%","6.0pp"
"Outcaster Trailblazer","G","R","6476","1.69","4045","1.70","23087","93.8%","57.0%","4155","61.0%","5361","59.0%","9516","59.9%","13524","55.0%","4.9pp"
"Patient Naturalist","G","C","115695","4.84","29395","6.16","150947","84.6%","57.1%","26958","57.6%","34353","57.3%","61311","57.4%","89339","56.8%","0.6pp"
"Railway Brawler","G","M","2397","1.27","2030","1.26","12241","95.9%","59.1%","2186","67.0%","2887","65.2%","5073","66.0%","7059","53.8%","12.2pp"
"Rambling Possum","G","U","37937","3.86","9718","4.88","51486","89.1%","56.0%","8992","55.6%","11680","56.0%","20672","55.8%","30424","56.0%","-0.2pp"
"Raucous Entertainer","G","U","39510","4.01","9173","5.17","46885","86.1%","55.0%","8256","53.4%","10516","53.9%","18772","53.6%","28037","55.9%","-2.3pp"
"Reach for the Sky","G","C","150280","7.63","18769","11.06","20627","18.5%","54.6%","3106","53.9%","4763","56.3%","7869","55.3%","12731","54.2%","1.1pp"
"Rise of the Varmints","G","U","49139","5.28","9411","6.96","30989","55.6%","54.0%","4900","51.0%","7334","57.0%","12234","54.6%","18657","53.5%","1.2pp"
"Smuggler's Surprise","G","R","11798","2.98","3100","3.39","13931","75.1%","55.8%","2271","56.0%","3268","58.5%","5539","57.5%","8347","54.6%","2.9pp"
"Snakeskin Veil","G","C","128000","5.48","26601","7.31","128168","79.4%","57.0%","20548","57.8%","29563","58.3%","50111","58.1%","77735","56.3%","1.8pp"
"Spinewoods Armadillo","G","U","24944","2.63","10905","2.95","63453","95.0%","57.9%","11006","60.7%","14938","62.1%","25944","61.5%","37248","55.3%","6.2pp"
"Spinewoods Paladin","G","C","105669","4.30","26102","5.56","145564","92.0%","56.8%","24425","56.6%","34468","59.0%","58893","58.0%","86456","56.0%","2.0pp"
"Stubborn Burrowfiend","G","U","33932","3.55","12543","4.07","70689","91.7%","57.7%","12866","60.2%","15866","57.6%","28732","58.8%","41476","56.9%","1.9pp"
"Throw from the Saddle","G","C","92999","3.88","29055","4.68","166412","92.9%","58.1%","27707","59.0%","38730","61.0%","66437","60.2%","99492","56.6%","3.6pp"
"Trash the Town","G","U","35711","3.69","10514","4.44","56842","89.0%","57.4%","9260","57.0%","13245","60.7%","22505","59.2%","34182","56.2%","3.0pp"
"Tumbleweed Rising","G","C","138134","6.31","22080","8.84","63902","48.3%","55.8%","10440","55.7%","14540","57.0%","24980","56.5%","38789","55.4%","1.1pp"
"Voracious Varmint","G","C","130934","5.55","23622","7.75","107572","75.6%","55.8%","18749","55.4%","24363","55.2%","43112","55.3%","64208","56.0%","-0.7pp"
"Akul the Unrepentant","BR","R","12384","3.23","2690","3.71","10290","66.9%","51.9%","1608","51.7%","2509","55.8%","4117","54.2%","6149","50.3%","3.9pp"
"Annie Flash, the Veteran","WRG","M","4029","2.19","1916","2.17","9809","85.1%","56.1%","1640","59.6%","2210","60.0%","3850","59.8%","5913","53.6%","6.2pp"
"Annie Joins Up","WRG","R","20280","4.87","2899","7.02","6002","35.4%","54.3%","997","54.2%","1377","53.7%","2374","53.9%","3619","54.5%","-0.6pp"
"Assimilation Aegis","WU","M","4613","2.48","1849","2.53","8350","77.0%","54.4%","1469","56.2%","2125","59.0%","3594","57.8%","4715","51.8%","6.0pp"
"At Knifepoint","BR","U","43547","4.93","6975","6.44","25466","64.3%","50.5%","4309","50.1%","6168","51.0%","10477","50.6%","14923","50.3%","0.3pp"
"Badlands Revival","BG","U","44189","4.72","11183","5.79","49609","74.1%","56.1%","7804","53.7%","12190","59.6%","19994","57.3%","29366","55.1%","2.1pp"
"Baron Bertram Graywater","WB","U","46630","5.17","7083","7.16","22270","54.2%","53.2%","3634","50.9%","5629","56.3%","9263","54.2%","13009","52.4%","1.7pp"
"Bonny Pall, Clearcutter","UG","R","6542","1.80","4520","1.72","25348","91.2%","57.9%","4290","64.6%","6476","67.6%","10766","66.4%","14258","50.9%","15.5pp"
"Breeches, the Blastmaker","UR","R","16644","4.18","2725","5.41","6744","43.8%","48.6%","1152","49.5%","1766","49.3%","2918","49.4%","3819","48.0%","1.4pp"
"Bruse Tarl, Roving Rancher","WR","R","8159","2.20","4153","2.17","21914","87.7%","56.3%","3827","60.0%","5130","61.4%","8957","60.8%","12916","53.0%","7.8pp"
"Cactusfolk Sureshot","RG","U","38802","4.21","8088","5.30","36297","74.9%","56.0%","6023","58.4%","8177","57.5%","14200","57.9%","22056","54.8%","3.0pp"
"Congregation Gryff","WG","U","34985","3.77","10257","4.39","54379","85.8%","58.6%","9513","59.3%","12188","59.2%","21701","59.2%","31826","58.0%","1.3pp"
"Doc Aurlock, Grizzled Genius","UG","U","48156","5.50","7597","7.33","21553","49.5%","51.9%","3618","53.4%","5338","52.9%","8956","53.1%","12434","51.0%","2.2pp"
"Eriette, the Beguiler","WUB","R","23049","5.49","2674","8.58","1411","9.2%","51.6%","225","","384","","609","53.9%","803","50.1%","3.8pp"
"Ertha Jo, Frontier Mentor","WR","U","41718","4.48","7576","5.84","28741","64.2%","54.4%","4695","55.5%","6549","56.9%","11244","56.3%","17503","53.2%","3.1pp"
"Form a Posse","WR","U","47511","5.12","7809","7.00","26361","57.7%","53.2%","4185","51.9%","6014","56.0%","10199","54.3%","16140","52.5%","1.8pp"
"Ghired, Mirror of the Wilds","WRG","M","6800","3.46","1278","4.30","3561","47.6%","53.2%","597","49.7%","740","57.3%","1337","53.9%","2219","52.7%","1.2pp"
"The Gitrog, Ravenous Ride","BG","M","2939","1.58","2013","1.55","11073","91.1%","56.2%","1854","57.0%","2746","62.2%","4600","60.1%","6270","52.8%","7.2pp"
"Honest Rutstein","BG","U","32174","3.51","10965","4.01","55754","84.1%","56.5%","9430","56.8%","13634","61.5%","23064","59.6%","32328","54.4%","5.2pp"
"Intimidation Campaign","UB","U","45321","5.03","9109","6.31","34226","65.0%","52.5%","5937","50.3%","9370","56.8%","15307","54.3%","18662","50.8%","3.5pp"
"Jem Lightfoote, Sky Explorer","WU","U","41354","4.67","6943","6.13","24056","61.6%","50.2%","3941","49.2%","6487","53.0%","10428","51.5%","13645","49.2%","2.3pp"
"Jolene, Plundering Pugilist","RG","U","39346","4.24","7996","5.39","34718","72.5%","55.4%","6008","56.6%","7857","56.8%","13865","56.7%","20837","54.5%","2.3pp"
"Kambal, Profiteering Mayor","WB","R","13269","3.46","2969","4.09","11359","66.3%","53.0%","1880","55.4%","2788","56.3%","4668","56.0%","6672","51.0%","4.9pp"
"Kellan Joins Up","WUG","R","23136","5.65","2765","8.61","1061","6.6%","44.9%","165","","268","","433","","618","47.1%",""
"Kellan, the Kid","WUG","M","5321","2.88","1541","3.08","5706","64.4%","52.9%","991","54.7%","1439","56.7%","2430","55.9%","3265","50.5%","5.4pp"
"Kraum, Violent Cacophony","UR","U","41091","4.61","7444","5.79","28865","67.8%","51.1%","4816","52.7%","8204","54.3%","13020","53.7%","15826","49.0%","4.7pp"
"Laughing Jasper Flint","BR","R","7257","1.95","3968","1.92","21229","90.0%","54.8%","3633","59.0%","5254","59.7%","8887","59.5%","12202","51.3%","8.2pp"
"Lazav, Familiar Stranger","UB","U","42638","4.65","8692","5.88","34345","69.1%","51.8%","5866","51.2%","9396","54.7%","15262","53.3%","19016","50.5%","2.8pp"
"Lilah, Undefeated Slickshot","UR","R","16306","4.11","2773","5.22","8020","51.3%","49.2%","1374","50.8%","2258","52.0%","3632","51.5%","4366","47.1%","4.5pp"
"Make Your Own Luck","UG","U","46821","5.06","10357","6.46","39808","65.6%","53.7%","6495","54.1%","10230","56.0%","16725","55.2%","22922","52.5%","2.8pp"
"Malcolm, the Eyes","UR","R","12973","3.40","3126","3.82","12387","69.2%","51.2%","2144","55.8%","3456","55.3%","5600","55.5%","6755","47.4%","8.1pp"
"Marchesa, Dealer of Death","UBR","R","13175","3.41","3443","3.72","12539","63.5%","50.9%","2074","52.5%","3403","54.3%","5477","53.6%","7023","48.7%","4.9pp"
"Miriam, Herd Whisperer","WG","U","35327","3.89","10243","4.40","52652","82.7%","58.7%","9100","61.7%","11711","59.0%","20811","60.2%","31819","57.7%","2.5pp"
"Obeka, Splitter of Seconds","UBR","R","23080","5.61","2508","8.91","523","3.7%","36.1%","73","","141","","214","","311","",""
"Oko, the Ringleader","UG","M","2523","1.30","1932","1.27","10349","91.3%","54.9%","1773","57.6%","2627","59.4%","4400","58.7%","5897","52.0%","6.7pp"
"Pillage the Bog","BG","R","20402","4.86","3557","6.68","9465","45.9%","54.4%","1602","53.4%","2329","58.6%","3931","56.5%","5495","52.9%","3.5pp"
"Rakdos Joins Up","BR","R","14191","3.59","2545","4.43","8254","56.5%","52.2%","1307","50.3%","1991","55.7%","3298","53.5%","4912","51.1%","2.5pp"
"Rakdos, the Muscle","BR","M","2991","1.63","1893","1.58","10359","90.0%","56.4%","1745","63.2%","2676","64.1%","4421","63.7%","5805","50.2%","13.6pp"
"Riku of Many Paths","URG","R","20662","4.98","2854","7.20","3036","18.5%","48.1%","502","45.8%","815","52.0%","1317","49.7%","1715","46.9%","2.7pp"
"Roxanne, Starfall Savant","RG","R","6545","1.75","4399","1.71","25172","92.2%","57.9%","4254","63.4%","5999","65.2%","10253","64.4%","14746","53.3%","11.1pp"
"Ruthless Lawbringer","WB","U","45894","5.00","8547","6.49","32911","64.8%","56.5%","5475","57.5%","8101","60.7%","13576","59.4%","19286","54.5%","4.9pp"
"Satoru, the Infiltrator","UB","R","14078","3.60","3200","4.19","10683","58.4%","50.9%","1852","52.3%","2873","54.6%","4725","53.7%","5932","48.5%","5.3pp"
"Selvala, Eager Trailblazer","WG","M","2892","1.51","2057","1.49","11511","91.4%","56.8%","1988","63.1%","2740","61.1%","4728","61.9%","6768","53.2%","8.8pp"
"Seraphic Steed","WG","R","7938","2.16","4202","2.15","23031","88.6%","59.3%","4137","67.1%","5215","62.3%","9352","64.4%","13315","55.5%","8.9pp"
"Slick Sequence","UR","U","47918","5.38","7516","7.13","26405","61.0%","51.3%","4446","51.4%","7468","56.7%","11914","54.7%","14415","48.4%","6.4pp"
"Taii Wakeen, Perfect Shot","WR","R","17112","4.31","2836","5.67","7700","46.9%","51.9%","1373","53.6%","1656","49.8%","3029","51.5%","4676","52.2%","-0.7pp"
"Vial Smasher, Gleeful Grenadier","BR","U","39566","4.44","6865","5.66","28696","72.4%","52.1%","4866","55.4%","6831","52.5%","11697","53.7%","16986","51.0%","2.7pp"
"Vraska Joins Up","BG","R","21436","5.27","2479","8.24","1504","10.5%","45.4%","222","","340","","562","42.2%","938","47.3%","-5.2pp"
"Vraska, the Silencer","BG","M","4058","2.13","1742","2.14","7943","78.8%","53.7%","1377","52.3%","1944","57.7%","3321","55.4%","4585","52.3%","3.1pp"
"Wrangler of the Damned","WU","U","44138","4.95","7389","6.46","25072","60.3%","49.9%","4106","48.6%","6703","52.8%","10809","51.2%","14254","48.8%","2.4pp"
"Wylie Duke, Atiin Hero","WG","R","9768","2.53","4091","2.57","21177","85.0%","57.9%","3663","61.4%","4743","61.2%","8406","61.3%","12748","55.7%","5.5pp"
"Bandit's Haul","","U","55478","6.00","7503","8.54","20752","47.3%","53.0%","3849","53.5%","5207","53.1%","9056","53.3%","11667","52.6%","0.7pp"
"Boom Box","","U","63190","7.68","6626","11.46","2704","6.9%","51.3%","445","","648","52.6%","1093","50.2%","1600","51.9%","-1.7pp"
"Gold Pan","","C","152899","7.56","19111","10.91","24956","22.1%","52.6%","4522","54.0%","5677","51.7%","10199","52.7%","14681","52.5%","0.3pp"
"Lavaspur Boots","","U","60507","7.13","6006","10.95","4910","13.9%","52.7%","824","50.0%","1076","49.9%","1900","49.9%","3006","54.4%","-4.5pp"
"Luxurious Locomotive","","U","61179","7.11","6854","10.62","7229","18.0%","51.6%","1114","48.4%","1739","51.0%","2853","50.0%","4376","52.5%","-2.5pp"
"Mobile Homestead","","U","49902","5.12","8877","6.98","36241","67.5%","56.5%","6499","59.7%","8105","54.5%","14604","56.8%","21608","56.3%","0.5pp"
"Oasis Gardener","","C","144022","6.45","19175","9.39","54754","48.7%","53.3%","9842","53.3%","13019","54.1%","22861","53.7%","31730","53.0%","0.8pp"
"Redrock Sentinel","","U","62100","7.27","8357","10.37","15762","32.0%","54.1%","2697","53.8%","3838","55.8%","6535","55.0%","9199","53.4%","1.5pp"
"Silver Deputy","","C","146574","6.69","19757","9.68","52233","45.5%","51.6%","9901","48.8%","11970","51.1%","21871","50.1%","30248","52.6%","-2.6pp"
"Sterling Hound","","C","155032","7.89","20236","11.21","27654","23.2%","53.7%","4916","52.1%","6570","54.2%","11486","53.3%","16128","53.9%","-0.6pp"
"Tomb Trawler","","U","64670","8.42","7776","11.93","3090","6.8%","50.7%","535","46.5%","815","50.7%","1350","49.0%","1725","51.8%","-2.8pp"
"Abraded Bluffs","","C","73379","5.33","13568","7.42","60516","75.0%","54.8%","10844","56.7%","13470","52.9%","24314","54.6%","34745","54.6%","-0.0pp"
"Arid Archway","","U","56631","6.06","10185","8.22","41058","68.3%","54.3%","6875","50.4%","9459","52.7%","16334","51.7%","23520","55.6%","-3.9pp"
"Bristling Backwoods","","C","69487","4.96","14324","6.80","69118","80.6%","55.5%","12674","57.8%","14778","53.9%","27452","55.7%","39150","54.9%","0.8pp"
"Conduit Pylons","","C","135481","5.49","24650","7.75","128033","86.9%","55.6%","23442","55.7%","29349","56.4%","52791","56.1%","70941","54.7%","1.4pp"
"Creosote Heath","","C","68269","4.80","15331","6.49","81414","87.7%","57.1%","15073","59.9%","17453","54.7%","32526","57.1%","46022","56.7%","0.5pp"
