"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Congregation Gryff","WG","U","32250","3.80","9421","4.43","50045","86.0%","58.8%","8715","59.4%","11218","59.3%","19933","59.3%","29328","58.2%","1.2pp"
"Doc Aurlock, Grizzled Genius","UG","U","43806","5.48","6949","7.28","19809","49.7%","52.1%","3336","53.3%","4907","52.9%","8243","53.1%","11415","51.3%","1.8pp"
"Eriette, the Beguiler","WUB","R","20986","5.47","2424","8.56","1290","9.3%","51.6%","210","","344","","554","53.8%","736","50.1%","3.7pp"
"Ertha Jo, Frontier Mentor","WR","U","38033","4.47","6909","5.81","26216","64.1%","54.5%","4312","55.9%","5954","56.9%","10266","56.4%","15957","53.3%","3.2pp"
"Form a Posse","WR","U","43286","5.09","7085","6.94","24159","58.4%","53.2%","3820","51.9%","5527","56.0%","9347","54.3%","14790","52.4%","1.9pp"
"Ghired, Mirror of the Wilds","WRG","M","6171","3.44","1158","4.30","3237","47.6%","53.4%","541","51.2%","677","56.9%","1218","54.4%","2013","52.8%","1.6pp"
"The Gitrog, Ravenous Ride","BG","M","2717","1.59","1850","1.56","10086","91.1%","56.1%","1690","57.0%","2497","62.1%","4187","60.0%","5719","52.7%","7.3pp"
"Honest Rutstein","BG","U","29556","3.54","9990","4.04","50538","83.7%","56.5%","8558","56.7%","12397","61.3%","20955","59.4%","29257","54.4%","5.0pp"
"Intimidation Campaign","UB","U","41587","5.05","8299","6.35","30715","64.3%","52.5%","5310","50.4%","8407","56.9%","13717","54.3%","16768","50.8%","3.6pp"
"Jem Lightfoote, Sky Explorer","WU","U","37620","4.67","6343","6.10","22002","61.8%","50.1%","3647","49.0%","5881","52.8%","9528","51.4%","12492","49.1%","2.2pp"
"Jolene, Plundering Pugilist","RG","U","35917","4.25","7294","5.39","31676","72.4%","55.6%","5464","57.2%","7159","56.6%","12623","56.9%","19031","54.7%","2.2pp"
"Kambal, Profiteering Mayor","WB","R","12031","3.44","2692","4.06","10264","66.1%","52.7%","1687","55.2%","2498","56.0%","4185","55.7%","6059","50.7%","5.0pp"
"Kellan Joins Up","WUG","R","21026","5.62","2535","8.58","998","6.8%","44.9%","155","","252","","407","","583","47.0%",""
"Kellan, the Kid","WUG","M","4855","2.88","1416","3.05","5213","64.3%","52.7%","905","54.1%","1317","56.2%","2222","55.4%","2988","50.7%","4.7pp"
"Kraum, Violent Cacophony","UR","U","37378","4.59","6856","5.73","26629","68.2%","51.2%","4438","52.9%","7576","54.3%","12014","53.8%","14605","49.1%","4.7pp"
"Laughing Jasper Flint","BR","R","6638","1.96","3591","1.92","19217","89.8%","55.0%","3282","59.5%","4742","60.0%","8024","59.8%","11067","51.3%","8.5pp"
"Lazav, Familiar Stranger","UB","U","39025","4.66","7942","5.90","31115","68.8%","51.9%","5345","51.5%","8432","54.7%","13777","53.5%","17279","50.6%","2.9pp"
"Lilah, Undefeated Slickshot","UR","R","14756","4.09","2527","5.17","7280","51.0%","49.3%","1251","51.2%","2052","51.6%","3303","51.4%","3956","47.3%","4.1pp"
"Make Your Own Luck","UG","U","42823","5.09","9479","6.50","36191","65.4%","53.9%","5915","54.3%","9279","56.1%","15194","55.4%","20857","52.7%","2.7pp"
"Malcolm, the Eyes","UR","R","11728","3.38","2874","3.78","11454","69.6%","51.5%","1972","56.1%","3171","55.8%","5143","55.9%","6284","47.8%","8.1pp"
"Marchesa, Dealer of Death","UBR","R","12017","3.40","3172","3.68","11395","63.0%","50.9%","1884","52.7%","3112","54.2%","4996","53.6%","6366","48.7%","4.9pp"
"Miriam, Herd Whisperer","WG","U","32494","3.93","9367","4.44","48223","82.7%","58.9%","8321","62.1%","10681","59.3%","19002","60.5%","29197","57.8%","2.7pp"
"Obeka, Splitter of Seconds","UBR","R","20934","5.58","2254","8.87","492","3.8%","","69","","134","","203","","291","",""
"Oko, the Ringleader","UG","M","2271","1.30","1741","1.28","9363","91.3%","55.1%","1612","57.4%","2361","59.6%","3973","58.7%","5343","52.2%","6.5pp"
"Pillage the Bog","BG","R","18655","4.85","3232","6.68","8411","44.9%","54.3%","1407","54.0%","2063","58.4%","3470","56.6%","4905","52.6%","4.0pp"
"Rakdos Joins Up","BR","R","12972","3.59","2314","4.41","7523","56.3%","52.2%","1204","50.5%","1816","55.5%","3020","53.5%","4462","51.1%","2.3pp"
"Rakdos, the Muscle","BR","M","2774","1.62","1743","1.57","9543","89.9%","56.4%","1614","63.0%","2450","63.9%","4064","63.5%","5356","50.4%","13.1pp"
"Riku of Many Paths","URG","R","18739","4.96","2624","7.15","2865","19.1%","48.4%","472","","760","52.0%","1232","50.0%","1630","47.3%","2.7pp"
"Roxanne, Starfall Savant","RG","R","6000","1.77","3998","1.72","22811","92.0%","57.8%","3853","63.4%","5395","65.4%","9248","64.5%","13410","53.1%","11.4pp"
"Ruthless Lawbringer","WB","U","42011","5.02","7711","6.53","29563","64.5%","56.7%","4896","57.5%","7280","60.9%","12176","59.6%","17345","54.7%","4.9pp"
"Satoru, the Infiltrator","UB","R","12778","3.57","2917","4.15","9735","58.4%","51.1%","1680","52.7%","2611","55.0%","4291","54.1%","5417","48.6%","5.5pp"
"Selvala, Eager Trailblazer","WG","M","2669","1.52","1892","1.49","10460","91.5%","56.9%","1792","63.0%","2499","61.3%","4291","62.0%","6150","53.2%","8.8pp"
"Seraphic Steed","WG","R","7273","2.17","3815","2.17","20980","88.3%","59.5%","3767","67.3%","4750","62.5%","8517","64.6%","12130","55.7%","8.9pp"
"Slick Sequence","UR","U","43714","5.34","6941","7.07","24540","61.6%","51.3%","4141","51.2%","6924","56.8%","11065","54.7%","13406","48.5%","6.2pp"
"Taii Wakeen, Perfect Shot","WR","R","15553","4.29","2579","5.64","6933","46.9%","52.1%","1238","53.4%","1482","50.2%","2720","51.7%","4216","52.4%","-0.7pp"
"Vial Smasher, Gleeful Grenadier","BR","U","36117","4.44","6306","5.63","26309","72.3%","52.3%","4450","55.5%","6319","52.7%","10769","53.9%","15530","51.2%","2.7pp"
"Vraska Joins Up","BG","R","19439","5.24","2251","8.19","1379","10.8%","45.8%","202","","312","","514","41.8%","862","48.3%","-6.4pp"
"Vraska, the Silencer","BG","M","3686","2.13","1576","2.14","7178","78.5%","53.7%","1251","52.7%","1749","57.9%","3000","55.7%","4149","52.1%","3.6pp"
"Wrangler of the Damned","WU","U","40315","4.96","6726","6.44","23048","60.8%","50.0%","3776","48.6%","6131","52.8%","9907","51.2%","13133","49.0%","2.2pp"
"Wylie Duke, Atiin Hero","WG","R","8992","2.53","3761","2.57","19423","84.8%","58.0%","3344","61.3%","4351","61.4%","7695","61.4%","11710","55.8%","5.5pp"
"Bandit's Haul","","U","50859","6.04","6713","8.62","17952","45.9%","52.9%","3309","53.5%","4499","53.1%","7808","53.3%","10118","52.6%","0.7pp"
"Boom Box","","U","57690","7.67","5997","11.44","2432","6.9%","50.9%","391","","596","52.7%","987","50.4%","1435","51.1%","-0.8pp"
"Gold Pan","","C","139659","7.55","17521","10.89","22889","22.2%","52.5%","4167","53.9%","5199","51.5%","9366","52.6%","13455","52.4%","0.2pp"
"Lavaspur Boots","","U","55192","7.13","5472","10.95","4505","14.1%","53.1%","756","50.8%","983","49.9%","1739","50.3%","2762","54.7%","-4.4pp"
"Luxurious Locomotive","","U","55880","7.10","6260","10.60","6616","18.0%","51.7%","1024","49.2%","1594","50.9%","2618","50.3%","3999","52.5%","-2.2pp"
"Mobile Homestead","","U","45668","5.12","8050","7.00","32489","67.0%","56.7%","5844","59.8%","7248","54.3%","13092","56.8%","19370","56.7%","0.1pp"
"Oasis Gardener","","C","131659","6.46","17418","9.41","48841","47.9%","53.2%","8793","53.2%","11553","54.0%","20346","53.6%","28359","52.9%","0.7pp"
"Redrock Sentinel","","U","56950","7.30","7588","10.44","13822","31.0%","54.4%","2386","54.4%","3346","56.1%","5732","55.4%","8069","53.6%","1.8pp"
"Silver Deputy","","C","133935","6.68","18065","9.66","47826","45.5%","51.7%","9093","48.8%","10948","51.1%","20041","50.0%","27677","52.9%","-2.8pp"
"Sterling Hound","","C","141649","7.89","18430","11.22","24835","22.9%","53.7%","4437","52.6%","5854","54.3%","10291","53.5%","14509","53.8%","-0.3pp"
"Tomb Trawler","","U","59175","8.43","7071","11.94","2728","6.6%","50.3%","477","","732","50.4%","1209","48.6%","1504","51.5%","-2.9pp"
"Abraded Bluffs","","C","67121","5.35","12357","7.45","54752","74.6%","54.9%","9845","56.7%","12158","52.6%","22003","54.4%","31430","54.8%","-0.3pp"
"Arid Archway","","U","51680","6.05","9375","8.19","37837","68.3%","54.4%","6323","50.3%","8700","52.8%","15023","51.7%","21702","55.7%","-4.0pp"
"Bristling Backwoods","","C","63644","5.00","13071","6.84","63089","80.3%","55.7%","11562","58.2%","13474","54.1%","25036","56.0%","35735","55.0%","1.0pp"
"Conduit Pylons","","C","124122","5.52","22440","7.80","115966","86.6%","55.7%","21209","55.9%","26665","56.4%","47874","56.2%","64184","54.8%","1.4pp"
"Creosote Heath","","C","62704","4.83","14016","6.55","74259","87.4%","57.2%","13759","59.9%","15903","54.9%","29662","57.3%","41983","56.8%","0.5pp"
"Eroded Canyon","","C","66791","5.43","12433","7.46","53350","74.1%","52.6%","9882","53.8%","13374","53.8%","23256","53.8%","29095","51.3%","2.5pp"
"Festering Gulch","","C","63971","4.98","15200","6.62","77588","84.9%","56.4%","14221","58.7%","17467","56.4%","31688","57.4%","42745","55.1%","2.3pp"
"Forlorn Flats","","C","67837","5.40","13645","7.40","62804","77.2%","55.7%","11544","58.1%","14558","55.5%","26102","56.7%","35171","54.5%","2.2pp"
"Jagged Barrens","","C","63062","4.97","12269","6.84","58208","80.6%","54.1%","10663","55.7%","13973","54.1%","24636","54.8%","32503","53.1%","1.6pp"
"Lonely Arroyo","","C","68541","5.62","12952","7.76","53238","70.2%","54.0%","9647","55.5%","12992","54.0%","22639","54.6%","29329","53.1%","1.6pp"
"Lush Oasis","","C","65475","5.22","14008","7.07","65038","78.2%","55.3%","11998","56.5%","15241","55.0%","27239","55.6%","35431","54.5%","1.1pp"
"Mirage Mesa","","C","109356","4.66","23090","6.42","128221","93.5%","55.5%","23545","57.3%","29289","53.0%","52834","54.9%","73357","55.7%","-0.8pp"
"Sandstorm Verge","","U","56777","7.20","6853","10.60","15308","37.3%","55.3%","2547","54.4%","3481","56.0%","6028","55.3%","8912","54.7%","0.6pp"
"Soured Springs","","C","64507","5.19","13446","6.96","62726","79.7%","54.4%","11670","57.0%","15742","55.5%","27412","56.2%","33976","52.6%","3.5pp"
"Jace Reawakened","U","M","3165","1.84","1334","1.83","5804","78.2%","49.5%","974","48.0%","1605","52.1%","2579","50.6%","3209","48.7%","1.9pp"
"Bucolic Ranch","","U","54539","6.61","8265","9.22","25427","51.5%","58.4%","4357","58.3%","5350","57.6%","9707","57.9%","14799","58.3%","-0.4pp"
"Blooming Marsh","","R","15941","3.78","3192","5.17","13122","70.6%","54.5%","2407","56.0%","2986","53.2%","5393","54.4%","7682","54.5%","-0.1pp"
"Botanical Sanctum","","R","16455","3.95","2950","5.49","10459","61.6%","52.9%","1964","54.5%","2459","52.9%","4423","53.6%","5973","52.4%","1.2pp"
"Concealed Courtyard","","R","16941","4.03","2773","5.76","9804","60.2%","54.8%","1813","58.5%","2205","53.6%","4018","55.8%","5782","54.1%","1.7pp"
"Inspiring Vantage","","R","16170","3.91","2589","5.49","9381","62.5%","53.4%","1735","53.2%","2056","52.8%","3791","53.0%","5581","53.7%","-0.7pp"
"Spirebluff Canal","","R","16422","3.97","2506","5.56","8519","61.0%","48.9%","1570","52.0%","2118","47.9%","3688","49.7%","4805","48.2%","1.5pp"
"Stoneforge Mystic","W","M","1320","3.51","249","","468","32.3%","","69","","104","","173","","295","",""
"Brazen Borrower","U","M","711","1.97","319","","1503","82.5%","54.6%","288","","396","","684","58.6%","809","50.9%","7.7pp"
"Desertion","U","M","990","2.70","323","","1528","81.2%","53.9%","235","","431","","666","55.3%","853","52.5%","2.7pp"
"Morbid Opportunist","B","M","728","1.91","334","","1895","94.0%","55.9%","311","","481","","792","60.1%","1097","53.1%","7.0pp"
"Port Razer","R","M","927","2.73","164","","577","64.3%","49.4%","84","","128","","212","","366","",""
"Scapeshift","G","M","2098","5.39","246","","28","1.9%","","6","","11","","17","","11","",""
"Mystic Snake","UG","M","1319","3.57","285","","971","58.0%","53.0%","157","","249","","406","","559","50.1%",""
"Notion Thief","UB","M","1368","3.46","228","","629","50.2%","46.4%","116","","164","","280","","346","",""
"Desert","","M","1263","3.01","237","","1113","81.2%","54.3%","182","","232","","414","","659","52.7%",""
"Prismatic Vista","","M","944","2.39","305","","1675","97.8%","52.8%","351","","400","","751","52.1%","918","53.5%","-1.4pp"
"Collector's Cage","W","M","2339","1.79","1452","1.81","8055","91.3%","57.9%","1400","62.4%","2057","63.0%","3457","62.7%","4585","54.2%","8.6pp"
"Grand Abolisher","W","M","4824","3.43","734","4.65","2268","53.9%","51.9%","362","","486","","848","50.1%","1422","53.0%","-2.9pp"
"Oltec Matterweaver","W","M","2123","1.76","1176","1.78","6329","90.4%","55.6%","1071","59.4%","1559","57.5%","2630","58.3%","3697","53.7%","4.5pp"
"Rest in Peace","W","M","8368","5.82","960","9.08","26","0.5%","","3","","8","","11","","15","",""
"Esoteric Duplicator","U","M","6941","4.93","868","7.43","462","9.4%","","81","","129","","210","","249","",""
"Simulacrum Synthesizer","U","M","6187","4.56","712","6.88","311","7.6%","","67","","73","","140","","169","",""
"Worldwalker Helm","U","M","7420","5.11","870","8.16","180","3.6%","","42","","43","","85","","94","",""
"Greed's Gambit","B","M","6553","4.57","816","6.68","1216","26.0%","52.5%","201","","310","","511","50.1%","703","54.3%","-4.2pp"
"Harvester of Misery","B","M","2111","1.66","1287","1.67","6986","90.2%","56.4%","1176","59.3%","1859","62.3%","3035","61.1%","3901","52.5%","8.6pp"
"Hostile Investigator","B","M","2230","1.70","1405","1.73","8053","93.4%","58.0%","1435","63.6%","2026","63.4%","3461","63.4%","4521","53.7%","9.7pp"
"Generous Plunderer","R","M","3227","2.31","995","2.54","5166","86.3%","54.9%","877","61.7%","1200","56.3%","2077","58.5%","3091","52.4%","6.2pp"
"Legion Extruder","R","M","3637","2.65","885","2.96","3549","69.9%","53.0%","591","50.4%","783","56.6%","1374","53.9%","2169","52.3%","1.6pp"
"Memory Vessel","R","M","8090","5.62","900","8.59","104","2.0%","","21","","19","","40","","64","",""
"Molten Duplication","R","M","6228","4.47","631","7.08","509","14.4%","44.4%","75","","128","","203","","304","",""
"Territory Forge","R","M","7737","5.58","889","8.69","126","2.4%","","18","","35","","53","","73","",""
"Ancient Cornucopia","G","M","5306","3.80","807","5.15","2207","47.0%","51.4%","385","","521","53.0%","906","51.8%","1299","51.0%","0.8pp"
"Bristlebud Farmer","G","M","1966","1.53","1474","1.53","8698","95.0%","59.4%","1512","64.9%","2132","63.9%","3644","64.3%","4984","55.7%","8.6pp"
"Omenpath Journey","G","M","6514","4.67","830","6.89","1171","25.0%","49.4%","192","","275","","467","","702","50.1%",""
"Sandstorm Salvager","G","M","1991","1.56","1410","1.58","8264","93.9%","58.2%","1439","62.3%","1949","62.2%","3388","62.3%","4845","55.2%","7.0pp"
"Vaultborn Tyrant","G","M","1853","1.43","1404","1.45","8334","94.9%","59.9%","1321","63.4%","2001","66.9%","3322","65.5%","4926","55.8%","9.7pp"
"Loot, the Key to Everything","URG","M","5637","4.12","944","5.42","1690","31.1%","51.4%","254","","439","","693","54.1%","989","49.2%","4.9pp"
"Pest Control","WB","M","7553","5.22","885","7.94","109","2.1%","","23","","30","","53","","56","",""
"Lost Jitte","","M","2174","1.66","1009","1.69","5394","91.3%","53.6%","1007","56.7%","1286","54.6%","2293","55.5%","3080","52.2%","3.3pp"
"Lotus Ring","","M","3603","2.79","776","3.15","3230","71.0%","54.5%","556","57.4%","745","58.3%","1301","57.9%","1911","52.0%","5.9pp"
"Nexus of Becoming","","M","2698","2.14","1318","2.10","7280","92.3%","55.4%","1206","57.5%","1866","58.2%","3072","57.9%","4182","53.6%","4.3pp"
"Sword of Wealth and Power","","M","1766","1.42","1022","1.45","5583","93.8%","52.4%","943","52.0%","1429","52.9%","2372","52.5%","3210","52.2%","0.3pp"
"Torpor Orb","","M","8041","5.57","871","8.75","34","0.7%","","9","","8","","17","","17","",""
"Transmutation Font","","M","6228","4.37","814","6.24","1391","30.7%","49.2%","240","","357","","597","51.1%","790","47.7%","3.4pp"
"Fomori Vault","","M","7733","5.39","871","8.40","446","8.8%","","71","","97","","168","","277","",""
"Tarnation Vista","","M","4396","2.93","986","3.77","4967","87.9%","53.7%","921","56.5%","1220","52.9%","2141","54.4%","2814","53.0%","1.4pp"
"Fell the Mighty","W","R","6713","3.13","1592","3.66","6830","74.4%","54.1%","1126","52.8%","1650","57.8%","2776","55.8%","4047","52.9%","2.8pp"
"Fierce Retribution","W","U","35687","4.14","5683","5.72","26046","77.2%","54.2%","4365","53.3%","6292","56.2%","10657","55.0%","15361","53.7%","1.3pp"
"Journey to Nowhere","W","U","22433","2.70","8007","3.10","44727","92.3%","56.5%","7792","57.0%","10778","60.6%","18570","59.1%","26107","54.6%","4.5pp"
"Leyline Binding","W","M","3312","3.01","939","3.51","4700","83.5%","56.9%","766","59.8%","1173","59.2%","1939","59.5%","2751","55.1%","4.4pp"
"Pariah","W","R","11328","5.48","1196","8.62","1435","20.7%","50.0%","242","","327","","569","48.2%","865","51.1%","-2.9pp"
"Path to Exile","W","R","4822","2.33","1603","2.60","8217","87.3%","54.8%","1395","54.0%","1980","58.5%","3375","56.7%","4828","53.6%","3.1pp"
"Archive Trap","U","R","10267","4.79","1704","6.41","3298","33.4%","52.5%","524","49.8%","1009","60.6%","1533","56.9%","1750","48.3%","8.5pp"
"Archmage's Charm","U","R","10670","4.81","1460","7.03","3009","36.1%","52.1%","475","","835","57.8%","1310","55.5%","1692","49.3%","6.2pp"
"Commandeer","U","R","11913","5.70","1333","8.84","518","6.7%","44.0%","89","","148","","237","","278","",""
"Essence Capture","U","U","44486","5.54","6598","7.62","22324","59.3%","52.0%","3761","52.9%","6015","56.5%","9776","55.1%","12439","49.6%","5.5pp"
"Mana Drain","U","M","2180","2.17","922","2.17","4526","85.3%","53.5%","784","59.6%","1252","58.5%","2036","58.9%","2465","49.0%","9.9pp"
"Mindbreak Trap","U","M","5925","5.45","687","8.36","212","5.3%","","28","","58","","86","","126","",""
"Repulse","U","U","33239","3.83","8629","4.65","42805","85.6%","53.3%","7428","53.3%","11771","58.9%","19199","56.7%","23423","50.4%","6.4pp"
"Heartless Pillage","B","U","46719","5.84","5709","8.72","13776","41.5%","52.7%","2315","52.3%","3565","55.4%","5880","54.2%","7869","51.5%","2.7pp"
"Imp's Mischief","B","R","11030","5.18","1321","7.71","2249","30.1%","49.1%","348","","577","49.7%","925","48.8%","1321","49.4%","-0.7pp"
"Murder","B","U","28548","3.40","6744","4.23","35597","90.1%","54.5%","6050","54.6%","9133","58.6%","15183","57.0%","20302","52.5%","4.5pp"
"Overwhelming Forces","B","M","2498","2.57","1061","2.61","5724","87.4%","58.6%","902","61.3%","1536","69.3%","2438","66.3%","3220","52.3%","14.0pp"
"Reanimate","B","R","4816","2.36","1948","2.47","9766","86.9%","53.5%","1643","53.0%","2473","55.8%","4116","54.7%","5591","52.5%","2.2pp"
"Surgical Extraction","B","R","12864","6.05","1370","9.58","65","0.8%","","10","","17","","27","","38","",""
"Thoughtseize","B","M","3492","3.15","674","3.99","2718","70.5%","52.2%","489","","704","53.8%","1193","53.2%","1512","51.5%","1.8pp"
"Collective Defiance","R","R","6332","2.89","1464","3.44","7093","83.5%","53.1%","1141","55.2%","1745","54.4%","2886","54.7%","4196","51.9%","2.8pp"
"Crackle with Power","R","M","3052","3.11","878","3.44","4047","78.3%","53.4%","652","52.8%","987","59.7%","1639","56.9%","2394","50.9%","6.0pp"
"Electrodominance","R","R","6643","3.10","1305","3.69","6004","80.0%","51.5%","944","49.7%","1462","55.2%","2406","53.0%","3589","50.3%","2.7pp"
"Fling","R","U","51467","6.70","5641","10.10","6985","21.4%","51.1%","1090","47.9%","1611","52.8%","2701","50.8%","4276","51.1%","-0.3pp"
"Indomitable Creativity","R","M","6102","5.77","640","8.88","125","3.3%","","13","","27","","40","","85","",""
"Skewer the Critics","R","U","32479","3.71","6049","4.81","29912","85.5%","52.5%","4940","51.8%","7275","54.0%","12215","53.1%","17652","52.0%","1.1pp"
"Skullcrack","R","R","10956","5.31","1012","8.22","1306","22.7%","44.6%","207","","300","","507","45.2%","799","44.2%","1.0pp"
"Clear Shot","G","U","25772","3.04","9909","3.49","55634","93.4%","56.8%","9097","56.2%","13228","60.4%","22325","58.7%","33142","55.5%","3.2pp"
"Force of Vigor","G","M","5444","4.96","594","8.02","234","6.6%","","39","","59","","98","","136","",""
"Pest Infestation","G","R","5574","2.63","2987","2.77","16445","90.3%","57.5%","2791","59.3%","3954","63.5%","6745","61.8%","9610","54.4%","7.4pp"
"Primal Command","G","R","6677","3.10","2229","3.54","10797","81.1%","56.3%","1675","55.2%","2557","60.8%","4232","58.6%","6537","55.0%","3.6pp"
"Primal Might","G","R","4935","2.28","2360","2.47","13177","92.3%","56.6%","2080","58.8%","3160","60.2%","5240","59.6%","7887","54.4%","5.2pp"
"Thornado","G","U","52512","6.73","6903","9.89","11599","28.6%","53.1%","1903","48.9%","2710","52.3%","4613","50.9%","6950","54.4%","-3.5pp"
"Abrupt Decay","BG","R","9034","4.10","1781","5.50","7128","68.6%","54.5%","1208","53.6%","1726","60.3%","2934","57.5%","4169","52.3%","5.2pp"
"Anguished Unmaking","WB","M","4430","4.10","653","5.64","2058","54.6%","52.6%","326","","520","54.2%","846","53.7%","1208","51.7%","1.9pp"
"Back for More","BG","U","37772","4.54","10747","5.40","49488","76.4%","56.6%","7777","55.6%","12292","60.7%","20069","58.7%","29219","55.1%","3.7pp"
"Bedevil","BR","R","9285","4.25","1407","5.84","5211","64.3%","52.0%","836","53.1%","1291","53.9%","2127","53.6%","3075","50.8%","2.8pp"
"Buried in the Garden","WG","U","28156","3.36","10483","3.81","56519","87.8%","58.1%","9564","59.9%","13195","62.3%","22759","61.3%","33633","55.8%","5.5pp"
"Crime // Punishment","WBG","M","4078","4.01","791","5.27","2537","54.5%","54.7%","397","","646","57.9%","1043","57.7%","1477","52.5%","5.2pp"
"Cruel Ultimatum","UBR","R","10450","4.84","1871","6.39","4388","40.4%","52.8%","692","56.2%","1233","61.9%","1925","59.8%","2420","46.8%","13.1pp"
"Decimate","RG","R","12537","6.12","1367","9.65","448","5.5%","","78","","104","","182","","266","",""
"Decisive Denial","UG","U","49246","6.32","6898","9.04","16808","42.0%","52.4%","2664","51.0%","4174","56.1%","6838","54.1%","9819","51.0%","3.1pp"
"Detention Sphere","WU","R","9005","4.12","1677","5.20","6146","63.1%","52.4%","967","53.2%","1661","56.4%","2628","55.2%","3506","50.3%","4.9pp"
"Endless Detour","WUG","R","13713","6.32","1704","9.45","1326","12.9%","53.1%","193","","356","","549","54.8%","770","51.7%","3.1pp"
"Fractured Identity","WU","M","2167","2.33","1180","2.29","6442","90.2%","57.1%","1070","62.6%","1720","64.7%","2790","63.9%","3610","51.8%","12.1pp"
"Hindering Light","WU","U","52778","7.32","6103","10.72","6178","17.4%","48.4%","971","45.0%","1726","50.5%","2697","48.5%","3476","48.3%","0.2pp"
"Humiliate","WB","U","52507","7.07","6719","10.22","10462","26.4%","55.1%","1725","57.8%","2617","57.4%","4342","57.5%","6113","53.4%","4.1pp"
"Hypothesizzle","UR","U","42578","5.30","7417","6.99","26217","62.0%","50.6%","4265","49.5%","7196","54.8%","11461","52.8%","14669","48.7%","4.1pp"
"Ionize","UR","R","11232","5.22","1619","7.40","4057","43.4%","50.5%","665","47.5%","1150","55.8%","1815","52.8%","2225","48.3%","4.5pp"
"Oko, Thief of Crowns","UG","M","1233","1.30","1042","1.29","5992","95.1%","56.8%","1046","63.4%","1495","63.7%","2541","63.6%","3404","51.4%","12.2pp"
"Outlaws' Merriment","WR","R","5850","2.85","1928","3.05","9064","80.9%","54.4%","1524","57.9%","2137","57.2%","3661","57.5%","5400","52.1%","5.4pp"
"Ride Down","WR","U","49469","6.42","5728","9.45","11545","34.6%","52.8%","1801","51.0%","2582","53.5%","4383","52.5%","7158","53.0%","-0.5pp"
"Savage Smash","RG","U","43562","5.27","7055","7.27","25726","61.5%","54.4%","4166","51.7%","5765","55.1%","9931","53.7%","15753","54.8%","-1.1pp"
"Siphon Insight","UB","R","9499","4.42","1766","5.87","6529","64.1%","53.0%","1109","50.3%","1839","56.4%","2948","54.1%","3562","52.0%","2.1pp"
"Terminal Agony","BR","U","45648","5.73","5680","8.35","16499","50.4%","52.3%","2679","50.8%","4078","55.0%","6757","53.3%","9685","51.5%","1.9pp"
"Tyrant's Scorn","UB","U","43836","5.41","7367","7.21","26990","63.3%","53.1%","4599","54.2%","7501","59.2%","12100","57.3%","14773","49.5%","7.9pp"
"Vanishing Verse","WB","R","9558","4.47","1669","5.92","6383","63.8%","56.0%","1052","57.5%","1625","61.0%","2677","59.7%","3694","53.5%","6.2pp"
"Villainous Wealth","UBG","R","8256","3.97","2208","4.62","9135","72.0%","52.8%","1466","49.6%","2475","57.7%","3941","54.7%","5080","50.9%","3.8pp"
"Void Rend","WUB","R","12491","5.82","1580","8.83","1965","21.2%","52.3%","322","","509","60.7%","831","57.0%","1127","48.7%","8.3pp"
"Voidslime","UG","R","12998","6.10","1558","9.32","1432","15.7%","49.3%","231","","368","","599","51.6%","822","47.6%","4.0pp"
"Contagion Engine","","M","2165","2.27","940","2.35","4727","86.9%","53.2%","740","49.1%","1210","57.6%","1950","54.4%","2766","52.4%","2.0pp"
"Grindstone","","M","4985","4.75","508","7.21","596","20.7%","44.6%","113","","146","","259","","335","",""
"Mindslaver","","M","3178","3.15","730","3.65","2790","68.2%","51.0%","447","","701","50.9%","1148","49.7%","1639","52.0%","-2.3pp"
"Unlicensed Hearse","","R","6698","3.07","1476","3.74","6554","77.9%","51.8%","1120","50.9%","1578","54.0%","2698","52.7%","3851","50.9%","1.8pp"
"Dust Bowl","","R","13593","6.37","1401","10.10","424","5.1%","","71","","107","","178","","245","",""
