step,training_loss
1000,1.4017729068790878
2000,1.373088583379984
3000,1.4256338510513307
4000,1.364865818619728
5000,1.377394546329975
6000,1.3853646986484527
7000,1.4021833894848823
8000,1.3744893389344215
9000,1.3713807829916478
10000,1.385236456602812
11000,1.3791884927749634
12000,1.3981060284376143
13000,1.3500709247887135
14000,1.4154346936941147
15000,1.4281734607815741
16000,1.3634946271777153
17000,1.311110356092453
18000,1.3454946364164353
19000,1.3943517227768898
20000,1.4033353716433048
21000,1.3700847840011119
22000,1.3875025758743287
23000,1.3607946597635745
24000,1.4282068039178848
25000,1.38270024818182
26000,1.320132899224758
27000,1.3428999052643775
28000,1.3324411387741566
29000,1.4018882506489754
30000,1.3678987547755241
31000,1.3414880276322365
32000,1.3319538442492485
33000,1.3215886046290397
34000,1.3223048765063286
35000,1.3533048659563065
36000,1.3836049515604973
37000,1.2888771654069424
38000,1.3359060232043267
39000,1.298242000043392
40000,1.3099953736662864
41000,1.3702501508593559
42000,1.3761508819758892
43000,1.36147761708498
44000,1.293517340898514
45000,1.299303693175316
46000,1.3333708334565162
47000,1.3781047027111053
48000,1.3411596797704697
49000,1.3787833695411682
50000,1.3509665027558804
51000,1.3093416238427162
52000,1.3166889382600784
53000,1.3591594780683518
54000,1.298501991391182
55000,1.4018023138046265
56000,1.357744437456131
57000,1.3364144966900349
58000,1.3002465982735156
59000,1.368479275226593
60000,1.3492451092004776
61000,1.380933201789856
62000,1.3246274130940436
63000,1.2800168631076814
64000,1.38529351490736
65000,1.3758924937844277
66000,1.3299030995368957
67000,1.324161215364933
68000,1.3564020616412162
69000,1.3407222463190556
70000,1.3350973972380162
71000,1.3467274274230003
72000,1.3012259495854377
73000,1.2795818689465523
74000,1.3044734557569027
75000,1.3600665249824524
76000,1.3761112489700318
77000,1.376512262046337
78000,1.3280505270957947
79000,1.3161676453351974
80000,1.3330595012903212
81000,1.2917548202872275
82000,1.3131225006580354
83000,1.2902710679769516
84000,1.330526008427143
85000,1.3090375856161118
86000,1.3763820661902428
87000,1.3175345700383185
88000,1.3121452651023864
89000,1.294600522518158
90000,1.3913702228665352
91000,1.32645100659132
92000,1.3668438288867473
93000,1.3144786765277385
94000,1.3191917211413384
95000,1.362499046474695
96000,1.2185396497249603
97000,1.2902760663926602
98000,1.3433402165770532
99000,1.3072918676137923
100000,1.324557261943817
101000,1.2984640862345695
102000,1.3084019353985787
103000,1.3445825145840644
104000,1.344784728974104
105000,1.3009819588959217
106000,1.3259581250548362
107000,1.2724689957499504
108000,1.3679484349489213
109000,1.3216689335107803
110000,1.3766330780684948
111000,1.3376525305211544
112000,1.347302931547165
113000,1.3187859862446785
114000,1.3251887995004654
115000,1.33583685913682
116000,1.2899468720555305
117000,1.294679632693529
118000,1.2388076058626174
119000,1.317386903345585
120000,1.3041283583343029
121000,1.3821113347113132
122000,1.334949848383665
123000,1.2882011741697788
124000,1.312893834710121
125000,1.2750881910324097
126000,1.2257894750535487
127000,1.2858497608006
128000,1.3327151134461164
129000,1.3411117387712002
130000,1.2659551258981228
131000,1.2613512781262397
132000,1.3053942300081254
133000,1.3165472725331784
134000,1.278683680281043
134920,1.2759559994158538
135921,1.3015809291964406
136921,1.2364956453740596
137921,1.3381482012569905
138921,1.2348082172870636
139921,1.2921871477365494
140921,1.2940639205127955
141921,1.3143998537510633
142921,1.321027974575758
143921,1.3091667691469193
144921,1.3446933333277702
145921,1.2673114550113678
146921,1.3497307964265346
147921,1.3372252444922923
148921,1.2732062646448612
149921,1.2947733213603496
150921,1.2989109617471695
151921,1.2853407161533832
152921,1.3422743560671806
153921,1.3697081588506699
154921,1.3062570068836212
155921,1.2856245672702789
156921,1.308184773594141
157921,1.28736750651896
158921,1.303383542597294
159921,1.2663315936923027
160921,1.3058815665841104
161921,1.323705096334219
162921,1.2972790490984916
163921,1.2457341037988663
164921,1.3229507662653923
165921,1.2497331963777543
166921,1.2583148457854987
167921,1.304234575986862
168921,1.3050430041849612
169921,1.3189651036858558
170921,1.269907900840044
171921,1.2852450837492944
172921,1.309540083169937
173921,1.3175356974601746
174921,1.3852348333001137
175921,1.2322534477114677
176921,1.255210045069456
177921,1.2260799626410008
178921,1.3023773211836815
179921,1.3280812965035438
180921,1.312383308172226
181921,1.2456969116926193
182921,1.305849039018154
183921,1.2930248479247093
184921,1.2974904620051384
185921,1.2966039673089982
186921,1.3178004623055457
187921,1.37650990781188
188921,1.2546821783781053
189921,1.3556074892282486
190921,1.254504817724228
191921,1.3308940360844135
192921,1.3186910381317138
193921,1.3591504043638707
194921,1.3201457791924476
195921,1.3077200430035592
196921,1.3371381860375404
197921,1.292234243452549
198921,1.3241654026508332
199921,1.3053582662343979
200921,1.325532869040966
201921,1.3307550597190856
202921,1.2935327951312066
203921,1.2922954022586346
204921,1.29044486784935
205921,1.3126220744252204
206921,1.328108178049326
207921,1.279119445592165
208921,1.305255674034357
209921,1.3035363212376834
