"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Fell the Mighty","W","R","11301","3.09","2756","3.58","12383","76.2%","53.7%","2019","52.9%","2997","56.9%","5016","55.3%","7345","52.5%","2.8pp"
"Fierce Retribution","W","U","60744","4.11","9819","5.70","45697","78.1%","54.0%","7716","53.1%","11053","56.2%","18769","54.9%","26863","53.3%","1.6pp"
"Journey to Nowhere","W","U","37550","2.63","13687","3.02","77454","92.8%","56.3%","13495","56.6%","18811","59.8%","32306","58.5%","45064","54.7%","3.8pp"
"Leyline Binding","W","M","5441","2.93","1642","3.41","8369","84.7%","55.5%","1364","55.7%","2076","58.8%","3440","57.6%","4914","54.0%","3.5pp"
"Pariah","W","R","19889","5.53","2109","8.72","2406","19.5%","49.5%","381","","585","50.4%","966","47.9%","1439","50.6%","-2.7pp"
"Path to Exile","W","R","8304","2.32","2814","2.61","14685","88.4%","54.4%","2498","53.5%","3568","58.0%","6066","56.2%","8594","53.1%","3.0pp"
"Archive Trap","U","R","17006","4.67","3250","5.85","7850","41.3%","52.7%","1291","51.0%","2330","60.9%","3621","57.4%","4171","48.3%","9.0pp"
"Archmage's Charm","U","R","18500","4.92","2507","7.23","5226","35.8%","51.6%","804","50.9%","1509","57.3%","2313","55.1%","2899","48.6%","6.4pp"
"Commandeer","U","R","21126","5.87","2416","9.10","809","5.7%","45.4%","134","","234","","368","","438","",""
"Essence Capture","U","U","76436","5.57","11479","7.67","39768","59.7%","51.9%","6700","53.3%","10902","55.8%","17602","54.8%","21975","49.6%","5.3pp"
"Mana Drain","U","M","3876","2.24","1635","2.28","8185","85.6%","53.9%","1346","59.7%","2290","59.3%","3636","59.4%","4502","49.4%","10.0pp"
"Mindbreak Trap","U","M","10280","5.54","1228","8.51","374","5.2%","","46","","96","","142","","231","",""
"Repulse","U","U","57092","3.85","14619","4.73","73950","86.0%","53.7%","12909","53.6%","20497","59.0%","33406","56.9%","40205","50.9%","6.0pp"
"Heartless Pillage","B","U","80592","5.85","10056","8.72","25430","43.3%","52.2%","4255","52.4%","6605","54.7%","10860","53.8%","14514","51.0%","2.8pp"
"Imp's Mischief","B","R","19445","5.27","2271","7.99","3751","29.0%","48.1%","602","44.2%","943","49.8%","1545","47.6%","2198","48.6%","-1.0pp"
"Murder","B","U","47010","3.27","12096","3.99","64891","90.7%","54.1%","11154","53.9%","16863","58.4%","28017","56.6%","36637","52.1%","4.5pp"
"Overwhelming Forces","B","M","3919","2.39","1879","2.40","10489","89.9%","57.7%","1633","60.2%","2827","67.9%","4460","65.1%","5911","51.8%","13.3pp"
"Reanimate","B","R","8336","2.36","3333","2.49","17039","87.8%","52.8%","2805","52.2%","4421","55.0%","7226","53.9%","9727","51.9%","2.0pp"
"Surgical Extraction","B","R","22419","6.18","2422","9.69","162","1.1%","","25","","39","","64","","98","",""
"Thoughtseize","B","M","5961","3.21","1161","4.05","4765","70.9%","52.2%","831","54.8%","1250","53.5%","2081","54.0%","2659","50.7%","3.4pp"
"Collective Defiance","R","R","11215","3.00","2470","3.60","12082","83.4%","53.0%","1940","53.9%","2910","55.1%","4850","54.6%","7215","51.9%","2.8pp"
"Crackle with Power","R","M","5379","3.12","1532","3.48","7251","79.4%","54.0%","1138","52.2%","1784","60.5%","2922","57.3%","4310","51.7%","5.6pp"
"Electrodominance","R","R","11864","3.22","2188","3.96","10075","79.7%","51.9%","1544","49.4%","2445","55.2%","3989","53.0%","6068","51.1%","1.9pp"
"Fling","R","U","88425","6.81","9633","10.27","11609","20.6%","51.0%","1722","47.5%","2684","52.3%","4406","50.5%","7186","51.3%","-0.8pp"
"Indomitable Creativity","R","M","10590","5.84","1148","9.16","178","2.6%","","20","","41","","61","","117","",""
"Skewer the Critics","R","U","57075","3.82","9996","5.08","49337","84.1%","52.5%","8157","51.9%","11951","54.1%","20108","53.2%","29153","52.0%","1.2pp"
"Skullcrack","R","R","19531","5.52","1850","8.69","1862","17.6%","45.2%","291","","410","","701","45.2%","1160","45.1%","0.1pp"
"Clear Shot","G","U","42349","2.91","16550","3.35","93549","93.5%","56.0%","15537","55.5%","22250","59.2%","37787","57.7%","55469","54.7%","3.0pp"
"Force of Vigor","G","M","9545","5.07","1073","7.99","425","6.8%","","65","","107","","172","","253","",""
"Pest Infestation","G","R","9114","2.53","5082","2.64","28378","91.5%","56.7%","4774","58.1%","6896","63.0%","11670","61.0%","16546","53.6%","7.4pp"
"Primal Command","G","R","11172","3.01","3789","3.45","18705","82.3%","55.8%","2918","53.8%","4492","59.8%","7410","57.4%","11247","54.7%","2.8pp"
"Primal Might","G","R","8088","2.23","3887","2.42","21969","92.9%","56.1%","3536","57.1%","5260","60.1%","8796","58.9%","13084","54.1%","4.8pp"
"Thornado","G","U","89970","6.67","11701","9.87","20654","29.7%","52.3%","3332","50.0%","4843","50.7%","8175","50.4%","12411","53.5%","-3.1pp"
"Abrupt Decay","BG","R","15444","4.01","3113","5.36","12985","70.2%","54.2%","2217","55.5%","3168","58.0%","5385","57.0%","7544","52.1%","4.9pp"
"Anguished Unmaking","WB","M","7724","4.11","1214","5.68","4105","58.2%","52.5%","644","50.9%","1070","55.2%","1714","53.6%","2380","51.6%","2.0pp"
"Back for More","BG","U","60717","4.26","17948","5.08","84334","78.1%","55.5%","13233","54.1%","21075","59.6%","34308","57.5%","49682","54.0%","3.5pp"
"Bedevil","BR","R","16093","4.30","2393","5.98","9177","65.8%","52.3%","1500","52.2%","2295","55.1%","3795","53.9%","5354","51.0%","2.9pp"
"Buried in the Garden","WG","U","45255","3.19","17562","3.59","95219","88.4%","57.2%","16083","58.5%","22612","61.1%","38695","60.1%","56322","55.1%","4.9pp"
"Crime // Punishment","WBG","M","6969","3.95","1387","5.09","4701","57.7%","53.2%","725","52.8%","1189","56.3%","1914","55.0%","2753","51.9%","3.1pp"
"Cruel Ultimatum","UBR","R","17271","4.73","3504","5.93","9739","47.2%","53.7%","1552","55.6%","2766","63.3%","4318","60.5%","5324","47.8%","12.7pp"
"Decimate","RG","R","21925","6.27","2418","9.79","674","4.7%","47.6%","111","","157","","268","","405","",""
"Decisive Denial","UG","U","84289","6.31","11808","9.07","29220","42.1%","52.5%","4663","51.6%","7460","55.7%","12123","54.1%","16838","51.1%","3.0pp"
"Detention Sphere","WU","R","15516","4.10","2931","5.20","11110","64.6%","52.1%","1759","52.5%","3015","56.1%","4774","54.7%","6302","50.1%","4.7pp"
"Endless Detour","WUG","R","23508","6.36","2999","9.48","2497","13.8%","53.0%","397","","653","56.2%","1050","55.1%","1434","51.3%","3.8pp"
"Fractured Identity","WU","M","3681","2.25","2065","2.22","11400","90.3%","56.4%","1868","60.0%","3064","64.2%","4932","62.6%","6392","51.5%","11.1pp"
"Hindering Light","WU","U","90907","7.38","10538","10.82","10190","16.5%","48.2%","1621","45.3%","2815","50.4%","4436","48.6%","5735","47.8%","0.7pp"
"Humiliate","WB","U","89715","7.01","12091","10.00","21604","30.1%","55.0%","3619","57.9%","5457","57.4%","9076","57.6%","12510","53.1%","4.5pp"
"Hypothesizzle","UR","U","74172","5.40","12661","7.24","43711","60.0%","50.6%","6992","49.8%","12002","54.5%","18994","52.7%","24560","48.7%","4.0pp"
"Ionize","UR","R","19637","5.33","2751","7.69","6561","41.1%","50.6%","1077","48.7%","1862","56.7%","2939","53.8%","3593","47.8%","6.0pp"
"Oko, Thief of Crowns","UG","M","2108","1.31","1788","1.30","10382","94.5%","56.7%","1842","64.1%","2637","63.8%","4479","63.9%","5826","50.9%","13.0pp"
"Outlaws' Merriment","WR","R","9993","2.85","3335","3.07","16105","81.5%","54.0%","2684","58.9%","3826","56.3%","6510","57.4%","9591","51.5%","5.8pp"
"Ride Down","WR","U","85858","6.54","9920","9.65","19881","34.0%","53.1%","3100","51.1%","4384","53.1%","7484","52.3%","12391","53.6%","-1.3pp"
"Savage Smash","RG","U","74552","5.23","11912","7.26","43872","61.9%","53.7%","7094","51.3%","9844","54.2%","16938","53.0%","26853","54.0%","-1.0pp"
"Siphon Insight","UB","R","16076","4.37","3137","5.74","12025","65.6%","52.7%","2072","51.3%","3370","57.4%","5442","55.1%","6542","50.6%","4.5pp"
"Terminal Agony","BR","U","78107","5.71","10142","8.33","30994","52.3%","52.2%","5000","50.5%","7757","55.0%","12757","53.2%","18134","51.4%","1.8pp"
"Tyrant's Scorn","UB","U","73953","5.29","13277","7.00","51960","66.6%","53.4%","8923","54.4%","14648","59.0%","23571","57.3%","28138","49.9%","7.3pp"
"Vanishing Verse","WB","R","16242","4.42","3008","5.82","11934","66.2%","55.3%","1990","56.4%","2979","60.8%","4969","59.0%","6944","52.6%","6.4pp"
"Villainous Wealth","UBG","R","13422","3.78","3936","4.30","17339","75.8%","52.1%","2730","48.0%","4783","57.7%","7513","54.2%","9581","50.1%","4.1pp"
"Void Rend","WUB","R","21496","5.82","2823","8.61","4005","24.1%","51.4%","680","51.5%","1092","58.7%","1772","55.9%","2216","47.6%","8.3pp"
"Voidslime","UG","R","22273","6.15","2733","9.37","2566","15.9%","49.4%","418","","658","54.3%","1076","50.5%","1472","48.4%","2.0pp"
"Contagion Engine","","M","3769","2.29","1588","2.42","8098","86.9%","52.9%","1286","49.5%","2076","56.2%","3362","53.7%","4715","52.2%","1.4pp"
"Grindstone","","M","8757","4.83","934","7.44","1174","21.8%","45.6%","200","","311","","511","41.9%","661","48.4%","-6.5pp"
"Mindslaver","","M","5733","3.29","1256","3.85","4785","66.4%","51.1%","749","49.0%","1223","51.5%","1972","50.6%","2802","51.6%","-1.0pp"
"Unlicensed Hearse","","R","11471","3.07","2548","3.70","11626","79.0%","51.5%","2027","50.6%","2871","53.3%","4898","52.2%","6725","50.8%","1.4pp"
"Dust Bowl","","R","23505","6.48","2538","10.18","742","4.9%","51.6%","121","","177","","298","","442","",""
